t_sec,iter,Fx_1,Fy_1,Fz_1,Mx_1,My_1,Mz_1
1.213106,1572,0.008568,0.009934,-0.028645,6.5e-05,6.5e-05,-0.000146
1.213827,1573,-0.006432,0.019934,-0.088645,5.5e-05,-6.5e-05,-0.000146
1.214558,1574,0.011568,0.019934,-0.058645,-5.5e-05,5.5e-05,-0.000646
1.215302,1575,0.011568,0.019934,-0.058645,-5.5e-05,5.5e-05,-0.000646
1.216033,1576,-0.001432,0.022934,-0.031645,-0.000125,-3.5e-05,0.000194
1.216797,1577,0.001568,0.037934,-0.027645,-0.000135,1.5e-05,4e-06
1.217522,1578,0.001568,0.037934,-0.027645,-0.000135,1.5e-05,4e-06
1.218264,1579,-0.002432,0.028934,-0.049645,-3.5e-05,-5.5e-05,-0.000676
1.218988,1580,0.012568,0.001934,-0.135645,-0.000115,-4.5e-05,-0.000206
1.219709,1581,0.002568,0.023934,-0.061645,-5.5e-05,5.5e-05,0.000164
1.220443,1582,0.002568,0.023934,-0.061645,-5.5e-05,5.5e-05,0.000164
1.221202,1583,0.004568,0.031934,-0.070645,-0.000165,-5e-06,1.4e-05
1.222177,1584,0.004568,0.022934,-0.064645,-7.5e-05,-7.5e-05,0.000224
1.222922,1585,-0.007432,0.014934,-0.053645,-8.5e-05,-0.000115,0.000244
1.223686,1586,0.001568,0.004934,-0.055645,-7.5e-05,5e-06,0.000334
1.224394,1587,0.001568,0.004934,-0.055645,-7.5e-05,5e-06,0.000334
1.225125,1588,-0.010432,0.013934,-0.020645,-3.5e-05,-9.5e-05,-0.000326
1.225854,1589,0.004568,0.033934,-0.029645,-0.000125,0.000115,-7.6e-05
1.226589,1590,-0.000432,0.005934,-0.049645,-0.000105,1.5e-05,0.000104
1.22732,1591,-0.000432,0.005934,-0.049645,-0.000105,1.5e-05,0.000104
1.228052,1592,0.001568,0.019934,-0.066645,-4.5e-05,-7.5e-05,0.000174
1.228788,1593,-0.000432,0.008934,-0.053645,2.5e-05,-9.5e-05,-0.000156
1.229524,1594,-0.000432,0.008934,-0.053645,2.5e-05,-9.5e-05,-0.000156
1.230277,1595,-0.004432,-6.6e-05,-0.052645,2.5e-05,8.5e-05,-2.6e-05
1.230999,1596,-0.009432,-0.009066,-0.065645,7.5e-05,-2.5e-05,9.4e-05
1.231739,1597,0.003568,0.003934,-0.111645,3.5e-05,-4.5e-05,-0.000416
1.232476,1598,0.003568,0.003934,-0.111645,3.5e-05,-4.5e-05,-0.000416
1.233212,1599,-0.000432,0.009934,-0.085645,-4.5e-05,-0.000205,-0.000756
1.23395,1600,-0.004432,0.034934,-0.115645,-0.000105,-5e-06,-6e-06
1.2347,1601,-0.008432,0.001934,-0.077645,-3.5e-05,-0.000155,-0.000256
1.235431,1602,-0.008432,0.001934,-0.077645,-3.5e-05,-0.000155,-0.000256
1.236168,1603,-0.014432,-0.006066,-0.070645,0.000145,-0.000205,0.000204
1.237151,1604,-0.005432,0.002934,-0.056645,-5e-06,-6.5e-05,0.000354
1.23789,1605,-0.034432,0.006934,-0.039645,-5.5e-05,-5.5e-05,-6.6e-05
1.238629,1606,-0.013432,0.003934,-0.044645,1.5e-05,-5e-06,-0.000346
1.239377,1607,-0.013432,0.003934,-0.044645,1.5e-05,-5e-06,-0.000346
1.240108,1608,-0.004432,-0.010066,-0.097645,-6.5e-05,1.5e-05,-0.000256
1.240884,1609,0.006568,-0.015066,-0.067645,-0.000145,-5e-06,4.4e-05
1.241844,1610,-0.004432,0.015934,-0.077645,-3.5e-05,6.5e-05,5.4e-05
1.242811,1611,-0.009432,-0.002066,-0.087645,7.5e-05,4.5e-05,-0.000236
1.243779,1612,-0.012432,0.002934,-0.064645,-0.000135,-4.5e-05,-0.000316
1.244485,1613,-0.012432,0.002934,-0.064645,-0.000135,-4.5e-05,-0.000316
1.245201,1614,0.003568,-0.005066,-0.100645,-0.000115,-0.000105,0.000204
1.245961,1615,-0.004432,0.022934,-0.098645,1.5e-05,-7.5e-05,0.000114
1.246679,1616,-0.007432,0.020934,-0.066645,-5.5e-05,-0.000175,-3.6e-05
1.247402,1617,-0.007432,0.020934,-0.066645,-5.5e-05,-0.000175,-3.6e-05
1.248131,1618,-0.000432,0.033934,-0.045645,-0.000155,-4.5e-05,0.000644
1.24887,1619,0.007568,0.009934,-0.092645,-0.000215,6.5e-05,0.000134
1.249608,1620,0.003568,0.007934,-0.086645,-0.000155,1.5e-05,-9.6e-05
1.25035,1621,0.003568,0.007934,-0.086645,-0.000155,1.5e-05,-9.6e-05
1.251097,1622,-0.027432,-0.006066,-0.025645,-8.5e-05,-0.000135,0.000124
1.251883,1623,-0.004432,0.013934,-0.068645,-3.5e-05,9.5e-05,0.000204
1.252604,1624,-0.007432,0.011934,-0.082645,5e-06,-4.5e-05,0.001044
1.253357,1625,-0.007432,0.011934,-0.082645,5e-06,-4.5e-05,0.001044
1.254076,1626,0.001568,-0.006066,-0.076645,5.5e-05,6.5e-05,2.4e-05
1.254779,1627,-0.002432,0.016934,-0.090645,2.5e-05,-5e-06,0.000484
1.255496,1628,-0.002432,0.016934,-0.090645,2.5e-05,-5e-06,0.000484
1.256285,1629,0.008568,0.019934,-0.045645,-0.000105,-4.5e-05,-7.6e-05
1.257004,1630,-0.010432,0.008934,-0.042645,-0.000175,-6.5e-05,0.000214
1.257732,1631,0.006568,0.006934,-0.090645,-1.5e-05,2.5e-05,8.4e-05
1.258465,1632,0.006568,0.006934,-0.090645,-1.5e-05,2.5e-05,8.4e-05
1.259192,1633,0.004568,0.018934,-0.055645,-6.5e-05,-4.5e-05,-6e-06
1.260158,1634,-0.005432,0.014934,-0.062645,5e-06,5e-06,-8.6e-05
1.26088,1635,0.004568,0.013934,-0.056645,-5.5e-05,-1.5e-05,0.000284
1.261601,1636,-0.000432,0.004934,-0.075645,2.5e-05,-2.5e-05,0.000154
1.262367,1637,-0.000432,0.004934,-0.075645,2.5e-05,-2.5e-05,0.000154
1.263099,1638,-0.009432,-0.016066,-0.096645,-3.5e-05,-9.5e-05,7.4e-05
1.263872,1639,0.004568,0.016934,-0.070645,1.5e-05,8.5e-05,-0.000156
1.264573,1640,-0.004432,0.015934,-0.058645,4.5e-05,-0.000105,-0.000236
1.265301,1641,-0.004432,0.015934,-0.058645,4.5e-05,-0.000105,-0.000236
1.26603,1642,-0.017432,-0.002066,-0.085645,5e-06,-0.000145,-0.000486
1.266764,1643,0.007568,0.010934,-0.099645,-5e-06,-5e-06,-6e-06
1.267502,1644,0.007568,0.010934,-0.099645,-5e-06,-5e-06,-6e-06
1.268237,1645,-0.010432,0.019934,-0.064645,-0.000115,-9.5e-05,-0.000416
1.268976,1646,-0.006432,-0.019066,-0.110645,5.5e-05,-9.5e-05,-0.000306
1.269714,1647,0.001568,-0.001066,-0.086645,-4.5e-05,5e-06,-0.000396
1.270454,1648,0.001568,-0.001066,-0.086645,-4.5e-05,5e-06,-0.000396
1.27119,1649,0.011568,0.005934,-0.072645,-6.5e-05,5e-06,-0.000216
1.272176,1650,0.007568,0.016934,-0.072645,-8.5e-05,-8.5e-05,0.000394
1.273189,1651,-0.000432,-0.002066,-0.066645,-6.5e-05,4.5e-05,-0.000346
1.274162,1652,0.001568,0.001934,-0.064645,5.5e-05,2.5e-05,-0.000336
1.275129,1653,-0.002432,-0.006066,-0.067645,-6.5e-05,-8.5e-05,6.4e-05
1.275867,1654,0.004568,0.009934,-0.066645,-0.000135,-8.5e-05,-1.6e-05
1.276594,1655,-0.004432,-0.005066,-0.065645,-5.5e-05,-8.5e-05,0.000224
1.277318,1656,-0.004432,-0.005066,-0.065645,-5.5e-05,-8.5e-05,0.000224
1.278067,1657,0.005568,0.000934,-0.051645,-8.5e-05,3.5e-05,-0.000266
1.278781,1658,0.002568,-0.005066,-0.059645,6.5e-05,2.5e-05,8.4e-05
1.279514,1659,0.002568,-0.005066,-0.059645,6.5e-05,2.5e-05,8.4e-05
1.280259,1660,0.013568,0.002934,-0.053645,-0.000105,-0.000105,-9.6e-05
1.280999,1661,-0.024432,-6.6e-05,-0.074645,-0.000155,-0.000195,0.000324
1.281738,1662,-0.000432,0.006934,-0.077645,-0.000105,-0.000155,8.4e-05
1.282475,1663,-0.000432,0.006934,-0.077645,-0.000105,-0.000155,8.4e-05
1.283209,1664,-0.005432,0.010934,-0.084645,-4.5e-05,-0.000125,-0.000866
1.284198,1665,-0.008432,0.017934,-0.064645,-0.000155,-0.000155,-0.000146
1.28518,1666,-0.021432,0.027934,-0.107645,-0.000215,-0.000185,0.000184
1.286177,1667,0.021568,-0.007066,-0.050645,-3.5e-05,-0.000115,0.000424
1.287154,1668,-0.004432,0.000934,-0.034645,-5e-06,-4.5e-05,2.4e-05
1.288142,1669,0.010568,-0.003066,-0.036645,-5e-06,5e-06,0.000444
1.288885,1670,0.006568,0.037934,-0.039645,-0.000115,-2.5e-05,0.000114
1.289623,1671,-0.002432,0.001934,-0.102645,-7.5e-05,5e-06,-0.000166
1.29062,1672,0.000568,-0.005066,-0.089645,-2.5e-05,-0.000195,0.000444
1.291595,1673,0.001568,0.029934,-0.062645,-4.5e-05,3.5e-05,0.000214
1.292561,1674,0.001568,0.029934,-0.062645,-4.5e-05,3.5e-05,0.000214
1.293298,1675,-0.011432,-0.002066,-0.057645,-0.000115,5.5e-05,4.4e-05
1.294262,1676,0.002568,0.008934,-0.080645,1.5e-05,-1.5e-05,0.000334
1.294989,1677,-0.005432,0.007934,-0.091645,7.5e-05,-0.000105,0.000564
1.295723,1678,0.002568,0.019934,-0.084645,-8.5e-05,3.5e-05,-9.6e-05
1.296446,1679,0.002568,0.019934,-0.084645,-8.5e-05,3.5e-05,-9.6e-05
1.297182,1680,-0.018432,0.008934,-0.062645,-7.5e-05,-6.5e-05,-0.000286
1.298162,1681,-0.011432,0.018934,-0.061645,-3.5e-05,-0.000195,-0.000336
1.299134,1682,-0.019432,0.011934,-0.068645,-5.5e-05,-9.5e-05,4.4e-05
1.299875,1683,-0.001432,0.021934,-0.040645,-0.000125,1.5e-05,-0.000406
1.30061,1684,0.018568,0.026934,-0.066645,-0.000135,-5e-06,-0.000566
1.301349,1685,0.018568,0.026934,-0.066645,-0.000135,-5e-06,-0.000566
1.302085,1686,0.006568,0.010934,-0.105645,-0.000145,-3.5e-05,0.000194
1.302825,1687,0.003568,0.014934,-0.081645,-0.000175,-7.5e-05,-0.000216
1.30357,1688,0.003568,0.014934,-0.081645,-0.000175,-7.5e-05,-0.000216
1.304352,1689,-0.017432,0.002934,-0.083645,-0.000205,-0.000155,-6.6e-05
1.305249,1690,-0.011432,0.016934,-0.081645,-9.5e-05,6.5e-05,-0.000136
1.305966,1691,-0.008432,0.014934,-0.070645,-0.000135,2.5e-05,0.000214
1.306694,1692,0.020568,0.017934,-0.086645,-0.000135,0.000105,0.000114
1.307514,1693,0.020568,0.017934,-0.086645,-0.000135,0.000105,0.000114
1.308454,1694,-0.000432,0.020934,-0.086645,-3.5e-05,-1.5e-05,-0.000446
1.309175,1695,-0.006432,0.001934,-0.053645,-5e-06,-2.5e-05,3.4e-05
1.310165,1696,-0.023432,0.008934,-0.083645,-7.5e-05,-4.5e-05,-0.000596
1.311113,1697,0.002568,0.027934,-0.068645,-5e-06,-0.000105,8.4e-05
1.311831,1698,-0.015432,0.021934,-0.056645,-0.000175,-0.000155,-0.000126
1.312571,1699,0.011568,0.002934,-0.079645,5e-06,-4.5e-05,0.000264
1.3133,1700,0.011568,0.002934,-0.079645,5e-06,-4.5e-05,0.000264
1.314042,1701,-0.022432,0.006934,-0.047645,-6.5e-05,-6.5e-05,0.000534
1.314766,1702,-0.021432,0.002934,-0.047645,1.5e-05,-0.000175,0.000124
1.315503,1703,-0.021432,0.002934,-0.047645,1.5e-05,-0.000175,0.000124
1.316242,1704,0.002568,0.009934,-0.050645,1.5e-05,-2.5e-05,4.4e-05
1.316979,1705,-0.002432,0.010934,-0.054645,4.5e-05,9.5e-05,-0.000436
1.317711,1706,0.025568,0.017934,-0.073645,-0.000105,0.000175,0.000214
1.318445,1707,0.025568,0.017934,-0.073645,-0.000105,0.000175,0.000214
1.319178,1708,0.021568,0.002934,-0.092645,-0.000105,6.5e-05,0.000704
1.319916,1709,-0.023432,0.002934,-0.053645,-5e-06,-0.000205,0.000914
1.320652,1710,0.009568,0.002934,-0.028645,-5e-06,-4.5e-05,0.000194
1.321395,1711,0.009568,0.002934,-0.028645,-5e-06,-4.5e-05,0.000194
1.322125,1712,-0.005432,-0.002066,-0.129645,-6.5e-05,-3.5e-05,-0.000276
1.322871,1713,-0.013432,0.010934,-0.110645,-2.5e-05,-2.5e-05,0.000474
1.323611,1714,-0.000432,-0.006066,-0.093645,7.5e-05,-1.5e-05,0.000204
1.324349,1715,-0.000432,-0.006066,-0.093645,7.5e-05,-1.5e-05,0.000204
1.325095,1716,-0.003432,-0.009066,-0.117645,6.5e-05,-6.5e-05,-0.000446
1.325816,1717,-0.008432,0.003934,-0.070645,-0.000135,-6.5e-05,-0.000566
1.326545,1718,-0.008432,0.003934,-0.070645,-0.000135,-6.5e-05,-0.000566
1.327274,1719,-0.003432,0.021934,-0.057645,-2.5e-05,-6.5e-05,-0.000326
1.328012,1720,-0.001432,-0.005066,-0.107645,-3.5e-05,-1.5e-05,-0.000336
1.32876,1721,-0.013432,-0.009066,-0.089645,-6.5e-05,1.5e-05,3.4e-05
1.329492,1722,-0.013432,-0.009066,-0.089645,-6.5e-05,1.5e-05,3.4e-05
1.330208,1723,0.007568,0.012934,-0.100645,-0.000195,-5.5e-05,-0.000116
1.330945,1724,0.002568,-0.007066,-0.116645,-2.5e-05,5.5e-05,-0.000336
1.331675,1725,0.000568,0.002934,-0.081645,-3.5e-05,-2.5e-05,9.4e-05
1.332419,1726,0.000568,0.002934,-0.081645,-3.5e-05,-2.5e-05,9.4e-05
1.333148,1727,-0.003432,-6.6e-05,-0.094645,2.5e-05,-2.5e-05,-0.000536
1.333884,1728,0.006568,-0.005066,-0.101645,-2.5e-05,7.5e-05,-0.000756
1.334624,1729,0.001568,0.017934,-0.110645,-0.000115,-5.5e-05,-0.000606
1.335356,1730,0.001568,0.017934,-0.110645,-0.000115,-5.5e-05,-0.000606
1.336099,1731,0.010568,0.018934,-0.091645,-0.000135,-5.5e-05,-0.000526
1.336829,1732,-0.003432,0.004934,-0.085645,-2.5e-05,4.5e-05,-0.000416
1.337566,1733,0.002568,0.010934,-0.089645,-5e-06,-5e-06,0.000324
1.338299,1734,0.002568,0.010934,-0.089645,-5e-06,-5e-06,0.000324
1.339038,1735,-0.002432,0.011934,-0.060645,-9.5e-05,-0.000145,0.000534
1.339789,1736,0.001568,0.013934,-0.074645,-0.000115,-5e-06,-0.000426
1.340521,1737,0.001568,0.013934,-0.074645,-0.000115,-5e-06,-0.000426
1.341262,1738,0.001568,0.012934,-0.096645,-9.5e-05,-1.5e-05,-8.6e-05
1.34201,1739,0.006568,0.018934,-0.058645,-0.000135,-3.5e-05,0.000214
1.342728,1740,0.002568,0.008934,-0.038645,-4.5e-05,-1.5e-05,0.000114
1.343458,1741,0.002568,0.008934,-0.038645,-4.5e-05,-1.5e-05,0.000114
1.344195,1742,0.001568,-0.007066,-0.044645,-2.5e-05,-9.5e-05,-5.6e-05
1.344917,1743,0.019568,0.028934,-0.047645,-0.000145,2.5e-05,0.000394
1.345672,1744,0.001568,0.020934,-0.062645,-2.5e-05,2.5e-05,0.000154
1.346388,1745,0.001568,0.020934,-0.062645,-2.5e-05,2.5e-05,0.000154
1.347211,1746,0.003568,0.006934,-0.107645,-0.000125,-0.000115,3.4e-05
1.348127,1747,-0.005432,-0.023066,-0.129645,-5.5e-05,6.5e-05,-0.000256
1.348862,1748,0.000568,0.005934,-0.132645,-0.000145,1.5e-05,8.4e-05
1.349598,1749,0.008568,0.020934,-0.115645,-0.000115,6.5e-05,2.4e-05
1.350337,1750,0.008568,0.020934,-0.115645,-0.000115,6.5e-05,2.4e-05
1.35109,1751,-0.000432,0.002934,-0.098645,-0.000105,-0.000115,0.000134
1.351815,1752,0.007568,0.017934,-0.092645,-8.5e-05,-4.5e-05,-0.000256
1.352557,1753,0.007568,0.017934,-0.092645,-8.5e-05,-4.5e-05,-0.000256
1.353301,1754,-0.007432,0.021934,-0.035645,-0.000125,-9.5e-05,0.000354
1.354023,1755,-0.030432,0.009934,-0.064645,-0.000115,-0.000155,0.000194
1.354752,1756,-0.013432,0.005934,-0.110645,-5.5e-05,6.5e-05,0.000414
1.355489,1757,-0.013432,0.005934,-0.110645,-5.5e-05,6.5e-05,0.000414
1.356219,1758,0.010568,-0.009066,-0.061645,-5.5e-05,-5e-06,0.000114
1.356993,1759,0.003568,0.025934,-0.105645,-3.5e-05,5.5e-05,0.000514
1.357696,1760,-0.006432,0.012934,-0.095645,-8.5e-05,-0.000155,0.000524
1.358427,1761,-0.006432,0.012934,-0.095645,-8.5e-05,-0.000155,0.000524
1.359146,1762,-0.000432,0.017934,-0.130645,-6.5e-05,-5.5e-05,0.000434
1.35988,1763,-0.001432,0.007934,-0.111645,3.5e-05,-3.5e-05,-8.6e-05
1.360606,1764,-0.011432,0.013934,-0.087645,-7.5e-05,-6.5e-05,-0.000226
1.361344,1765,-0.011432,0.013934,-0.087645,-7.5e-05,-6.5e-05,-0.000226
1.362085,1766,-0.014432,0.015934,-0.107645,-0.000145,-0.000215,4.4e-05
1.362811,1767,0.014568,0.011934,-0.115645,-0.000145,6.5e-05,-0.000156
1.363553,1768,0.014568,0.011934,-0.115645,-0.000145,6.5e-05,-0.000156
1.364288,1769,0.001568,-0.005066,-0.097645,-6.5e-05,-9.5e-05,-0.000236
1.365021,1770,0.002568,0.002934,-0.112645,-0.000125,-4.5e-05,0.000274
1.365756,1771,-0.012432,0.011934,-0.090645,-5.5e-05,-5e-06,0.000204
1.366486,1772,-0.012432,0.011934,-0.090645,-5.5e-05,-5e-06,0.000204
1.367226,1773,-0.014432,0.013934,-0.099645,-0.000145,1.5e-05,-0.000466
1.367958,1774,-0.006432,0.003934,-0.096645,2.5e-05,-5.5e-05,0.000274
1.368695,1775,0.001568,0.028934,-0.098645,-0.000135,5.5e-05,0.001074
1.369435,1776,0.001568,0.028934,-0.098645,-0.000135,5.5e-05,0.001074
1.37017,1777,-0.007432,0.017934,-0.113645,4.5e-05,1.5e-05,0.000494
1.371158,1778,-0.004432,0.021934,-0.114645,-0.000165,5e-06,0.000254
1.371896,1779,0.014568,0.008934,-0.061645,-0.000235,4.5e-05,6.4e-05
1.372637,1780,0.013568,-0.002066,-0.088645,-2.5e-05,2.5e-05,-0.000106
1.373388,1781,0.013568,-0.002066,-0.088645,-2.5e-05,2.5e-05,-0.000106
1.374147,1782,-0.000432,-0.001066,-0.094645,-8.5e-05,1.5e-05,6.4e-05
1.374852,1783,0.010568,0.008934,-0.086645,-6.5e-05,4.5e-05,-0.000226
1.37558,1784,-0.004432,0.011934,-0.095645,-8.5e-05,2.5e-05,0.000674
1.376358,1785,-0.004432,0.011934,-0.095645,-8.5e-05,2.5e-05,0.000674
1.377265,1786,0.015568,-6.6e-05,-0.104645,-3.5e-05,0.000105,-0.000186
1.378024,1787,0.032568,0.009934,-0.102645,-5.5e-05,2.5e-05,-0.000366
1.37875,1788,0.005568,0.016934,-0.123645,-3.5e-05,-4.5e-05,0.000424
1.379476,1789,0.005568,0.016934,-0.123645,-3.5e-05,-4.5e-05,0.000424
1.380211,1790,0.008568,0.008934,-0.095645,-2.5e-05,-7.5e-05,-0.000176
1.380951,1791,-0.002432,-0.004066,-0.088645,-5e-06,-7.5e-05,-0.000716
1.381698,1792,-0.005432,-6.6e-05,-0.119645,-5e-06,-6.5e-05,-0.000166
1.382429,1793,-0.005432,-6.6e-05,-0.119645,-5e-06,-6.5e-05,-0.000166
1.383171,1794,-0.018432,-0.008066,-0.114645,-2.5e-05,-6.5e-05,0.000234
1.384152,1795,-0.020432,0.006934,-0.141645,-5e-06,-1.5e-05,-0.000496
1.384888,1796,-0.002432,-0.002066,-0.094645,4.5e-05,-0.000105,0.000214
1.385632,1797,-0.003432,-0.008066,-0.115645,5.5e-05,-0.000105,0.000114
1.386371,1798,-0.003432,-0.008066,-0.115645,5.5e-05,-0.000105,0.000114
1.387108,1799,-0.005432,0.012934,-0.103645,-5.5e-05,-0.000105,-0.000206
1.387846,1800,-0.017432,-0.023066,-0.086645,0.000135,-0.000185,-0.000106
1.388587,1801,-0.003432,0.029934,-0.080645,-6.5e-05,-0.000125,-0.000156
1.389336,1802,-0.003432,0.029934,-0.080645,-6.5e-05,-0.000125,-0.000156
1.390067,1803,0.016568,0.006934,-0.094645,-3.5e-05,1.5e-05,-0.000566
1.390817,1804,0.022568,0.019934,-0.090645,-0.000105,-0.000115,-6e-06
1.391934,1805,0.022568,0.012934,-0.092645,6.5e-05,9.5e-05,1.4e-05
1.392896,1806,0.007894,-0.014791,-0.01507,-5.3e-05,0.000122,-0.000261
1.393865,1807,-0.001106,0.007209,-0.02107,-5.3e-05,-6.8e-05,0.000399
1.394598,1808,0.003894,0.002209,-0.04607,-8.3e-05,-3.8e-05,0.000259
1.395335,1809,0.003894,0.002209,-0.04607,-8.3e-05,-3.8e-05,0.000259
1.396055,1810,-0.004106,0.017209,-0.03207,-0.000243,-0.000148,0.000569
1.396783,1811,0.020894,0.001209,-0.03607,1.7e-05,9.2e-05,0.000369
1.397509,1812,0.020894,0.001209,-0.03607,1.7e-05,9.2e-05,0.000369
1.398252,1813,0.001894,-0.017791,-0.04907,3.7e-05,-1.8e-05,0.000149
1.398977,1814,0.012894,-0.012791,-0.05007,-3.3e-05,-4.8e-05,0.000309
1.399713,1815,0.012894,-0.010791,-0.01707,-8.3e-05,7.2e-05,0.000169
1.400471,1816,0.012894,-0.010791,-0.01707,-8.3e-05,7.2e-05,0.000169
1.401186,1817,0.005894,-0.023791,-0.03207,4.7e-05,2.2e-05,4.9e-05
1.402157,1818,-0.016106,0.006209,-0.02907,-6.3e-05,-1.8e-05,-0.000561
1.403133,1819,-0.017106,0.013209,-0.00507,-0.000123,-0.000128,0.000349
1.403878,1820,-0.005106,-0.000791,-0.01507,-3e-06,-4.8e-05,7.9e-05
1.404622,1821,-0.004106,0.003209,-0.01807,9.7e-05,-1.8e-05,-5.1e-05
1.405345,1822,-0.004106,0.003209,-0.01807,9.7e-05,-1.8e-05,-5.1e-05
1.406086,1823,-0.008106,-0.007791,-0.06707,-0.000103,-0.000128,-0.000211
1.406818,1824,0.012894,-0.000791,-0.03107,-3.3e-05,-3.8e-05,0.000479
1.40755,1825,0.012894,-0.000791,-0.03107,-3.3e-05,-3.8e-05,0.000479
1.408302,1826,0.012894,0.010209,-0.02107,2.7e-05,-5.8e-05,-0.000181
1.409065,1827,0.015894,-0.020791,-0.05607,3.7e-05,-8e-06,-2.1e-05
1.409967,1828,-0.001106,-0.010791,-0.05707,-1.3e-05,-2.8e-05,-0.000101
1.41069,1829,0.014894,0.025209,-0.05007,-3e-06,2.2e-05,0.000459
1.411424,1830,0.014894,0.025209,-0.05007,-3e-06,2.2e-05,0.000459
1.412159,1831,-0.011106,0.021209,-0.01407,-4.3e-05,-6.8e-05,0.000309
1.41289,1832,0.012894,0.006209,-0.02907,7e-06,8.2e-05,-0.000501
1.413629,1833,0.001894,0.013209,-0.00407,5.7e-05,-3.8e-05,0.000179
1.414357,1834,0.001894,0.013209,-0.00407,5.7e-05,-3.8e-05,0.000179
1.415093,1835,-0.004106,0.019209,-0.05007,-3.3e-05,-5.8e-05,0.000239
1.415829,1836,-0.005106,0.003209,-0.02907,-6.3e-05,2.2e-05,9.9e-05
1.416563,1837,0.008894,0.007209,-0.03607,-7.3e-05,9.2e-05,0.000199
1.417308,1838,0.008894,0.007209,-0.03607,-7.3e-05,9.2e-05,0.000199
1.418038,1839,-0.004106,0.008209,-0.02007,-3.3e-05,2e-06,0.000179
1.418774,1840,-0.011106,0.000209,-0.04307,2.7e-05,-5.8e-05,-0.000201
1.419515,1841,-0.011106,0.000209,-0.04307,2.7e-05,-5.8e-05,-0.000201
1.420243,1842,0.007894,-0.018791,-0.03007,7e-06,0.000132,-0.000321
1.420992,1843,0.016894,-0.030791,-0.03407,3.7e-05,-6.8e-05,-0.000201
1.421719,1844,-0.006106,0.023209,-0.06107,-1.3e-05,-2.8e-05,-0.000221
1.422497,1845,-0.006106,0.023209,-0.06107,-1.3e-05,-2.8e-05,-0.000221
1.423206,1846,0.007894,0.004209,-0.04407,-3e-06,-0.000148,-0.000591
1.423934,1847,-0.004106,0.017209,-0.04007,-4.3e-05,-8e-06,-0.000131
1.424702,1848,0.020894,0.007209,-0.02207,-9.3e-05,0.000102,9e-06
1.425403,1849,0.020894,0.007209,-0.02207,-9.3e-05,0.000102,9e-06
1.426133,1850,0.003894,0.008209,-0.05407,-5.3e-05,-1.8e-05,-1.1e-05
1.426867,1851,0.003894,-0.000791,-0.04307,-7.3e-05,-6.8e-05,0.000469
1.427597,1852,-0.000106,0.005209,-0.00507,-6.3e-05,-0.000148,0.000109
1.428341,1853,-0.000106,0.005209,-0.00507,-6.3e-05,-0.000148,0.000109
1.429067,1854,0.000894,-0.010791,-0.05807,-0.000133,-0.000118,-4.1e-05
1.429798,1855,-0.003106,0.000209,-0.08007,-0.000133,-0.000108,0.000279
1.430534,1856,-0.003106,0.000209,-0.08007,-0.000133,-0.000108,0.000279
1.431282,1857,-0.000106,0.015209,-0.03607,-9.3e-05,6.2e-05,0.000609
1.432008,1858,-0.025106,0.004209,-0.02207,5.7e-05,-5.8e-05,-0.000411
1.432742,1859,-0.012106,-0.005791,-0.04407,8.7e-05,3.2e-05,0.000619
1.433479,1860,-0.012106,-0.005791,-0.04407,8.7e-05,3.2e-05,0.000619
1.434222,1861,-0.000106,0.016209,-0.02907,-2.3e-05,5.2e-05,3.9e-05
1.434953,1862,0.001894,0.020209,-0.02207,-0.000223,2.2e-05,0.000299
1.435691,1863,-0.000106,-0.011791,-0.03007,-8.3e-05,4.2e-05,-0.000501
1.436426,1864,-0.000106,-0.011791,-0.03007,-8.3e-05,4.2e-05,-0.000501
1.437164,1865,-0.007106,-0.000791,-0.04207,-5.3e-05,-4.8e-05,-0.000151
1.437898,1866,-0.012106,-0.022791,-0.03707,1.7e-05,7.2e-05,0.000219
1.438644,1867,-0.006106,0.020209,-0.04407,-2.3e-05,-8e-06,-0.000341
1.439378,1868,-0.006106,0.020209,-0.04407,-2.3e-05,-8e-06,-0.000341
1.440113,1869,-0.004106,0.016209,-0.02207,-0.000103,-6.8e-05,0.000359
1.440961,1870,0.007894,-0.005791,-0.02707,7.7e-05,0.000112,-0.000791
1.441935,1871,0.000894,0.005209,-0.02607,8.7e-05,7.2e-05,-1e-06
1.44289,1872,-0.000106,-0.010791,-0.05107,6.7e-05,-8e-06,0.000139
1.443869,1873,-0.005106,-0.018791,-0.03707,-4.3e-05,-7.8e-05,-0.000131
1.444588,1874,0.000894,0.004209,-0.02307,7.7e-05,-8e-06,-0.000311
1.445373,1875,0.000894,0.004209,-0.02307,7.7e-05,-8e-06,-0.000311
1.446263,1876,-0.010106,-0.005791,-0.01707,0.000147,4.2e-05,-0.000431
1.446985,1877,-0.001106,0.003209,-0.03407,-3.3e-05,-8e-06,-0.000371
1.447735,1878,-0.005106,-0.010791,-0.03607,7e-06,-9.8e-05,0.000149
1.448456,1879,-0.005106,-0.010791,-0.03607,7e-06,-9.8e-05,0.000149
1.449182,1880,-0.006106,0.006209,-0.02207,-6.3e-05,-5.8e-05,6.9e-05
1.449971,1881,-0.007106,0.013209,-0.03207,-0.000133,-9.8e-05,-0.000381
1.450717,1882,-0.005106,0.005209,-0.04307,-3e-06,-4.8e-05,-0.000551
1.451431,1883,-0.005106,0.005209,-0.04307,-3e-06,-4.8e-05,-0.000551
