t_sec,iter,Fx_1,Fy_1,Fz_1,Mx_1,My_1,Mz_1
3.975445,4987,0.015023,-0.003924,-0.045708,2.4e-05,2.3e-05,-6e-06
3.976193,4988,0.015023,-0.003924,-0.045708,2.4e-05,2.3e-05,-6e-06
3.976955,4989,-0.014977,-0.005924,-0.075708,7.4e-05,-5.7e-05,-7.6e-05
3.977645,4990,-0.013977,-0.006924,-0.042708,-3.6e-05,-6.7e-05,0.000394
3.978371,4991,-0.013977,-0.006924,-0.042708,-3.6e-05,-6.7e-05,0.000394
3.979103,4992,-0.018977,0.006076,-0.011708,-4.6e-05,-0.000207,-0.000226
3.979836,4993,-0.005977,0.001076,-0.068708,-4.6e-05,2.3e-05,5.4e-05
3.980563,4994,0.004023,0.010076,-0.063708,5.4e-05,2.3e-05,-0.000136
3.981368,4995,0.004023,0.010076,-0.063708,5.4e-05,2.3e-05,-0.000136
3.982055,4996,-0.002977,0.008076,-0.054708,2.4e-05,9.3e-05,0.000484
3.982824,4997,0.003023,-0.005924,-0.019708,7.4e-05,3e-06,0.000544
3.983501,4998,-0.007977,-0.019924,-0.038708,9.4e-05,-0.000137,-0.000196
3.984232,4999,-0.007977,-0.019924,-0.038708,9.4e-05,-0.000137,-0.000196
3.984964,5000,2.3e-05,-0.012924,-0.064708,0.000104,5.3e-05,-8.6e-05
3.985706,5001,0.006023,0.007076,-0.024708,4.4e-05,-5.7e-05,-0.000126
3.986441,5002,-0.002977,0.008076,-0.025708,-2.6e-05,3e-06,-0.000106
3.987178,5003,-0.002977,0.008076,-0.025708,-2.6e-05,3e-06,-0.000106
3.987911,5004,0.010023,0.011076,-0.043708,-0.000106,5.3e-05,-0.000416
3.988651,5005,0.015023,-0.004924,-0.016708,-6.6e-05,-3.7e-05,-0.000136
3.989386,5006,0.015023,-0.004924,-0.016708,-6.6e-05,-3.7e-05,-0.000136
3.990122,5007,0.018023,0.011076,-0.019708,-4.6e-05,5.3e-05,-0.000226
3.990858,5008,-0.008977,-0.003924,-0.056708,8.4e-05,-5.7e-05,-0.000416
3.991599,5009,0.008023,-0.008924,-0.014708,2.4e-05,5.3e-05,-0.000136
3.992352,5010,0.008023,-0.008924,-0.014708,2.4e-05,5.3e-05,-0.000136
3.993092,5011,-0.002977,-0.015924,-0.005708,-7.6e-05,-0.000217,-0.000416
3.993837,5012,-0.012977,-0.022924,-0.048708,0.000144,-0.000157,0.000624
3.994606,5013,0.004023,0.011076,-0.064708,-1.6e-05,4.3e-05,3.4e-05
3.995589,5014,0.006023,0.006076,-0.036708,-4.6e-05,-7.7e-05,-0.000506
3.996536,5015,0.015023,-0.012924,-0.028708,0.000104,3.3e-05,2.4e-05
3.997238,5016,0.015023,-0.012924,-0.028708,0.000104,3.3e-05,2.4e-05
3.997966,5017,0.001023,0.011076,-0.031708,9.4e-05,0.000103,0.000584
3.998695,5018,-0.000977,0.047076,-0.011708,-6.6e-05,4.3e-05,-0.000106
3.999429,5019,0.002023,-0.003924,0.012292,-6e-06,7.3e-05,0.000104
4.00016,5020,0.002023,-0.003924,0.012292,-6e-06,7.3e-05,0.000104
4.000907,5021,-0.000977,-0.006924,-0.027708,3.4e-05,2.3e-05,0.000484
4.001698,5022,0.009023,-0.019924,-0.011708,-8.6e-05,0.000173,0.000204
4.002397,5023,0.009023,-0.019924,-0.011708,-8.6e-05,0.000173,0.000204
4.003136,5024,0.001023,0.003076,-0.036708,-5.6e-05,-3.7e-05,-6.6e-05
4.003873,5025,-0.008977,-0.015924,-0.044708,0.000124,-1.7e-05,5.4e-05
4.004614,5026,0.006023,0.016076,-0.025708,4.4e-05,-9.7e-05,0.000404
4.00535,5027,0.006023,0.016076,-0.025708,4.4e-05,-9.7e-05,0.000404
4.00609,5028,-0.005977,0.021076,-0.044708,1.4e-05,-6.7e-05,-0.000726
4.006831,5029,-0.007977,0.011076,-0.059708,-6e-06,-9.7e-05,0.000424
4.007573,5030,0.002023,0.018076,-0.014708,-4.6e-05,-7.7e-05,-9.6e-05
4.008352,5031,0.002023,0.018076,-0.014708,-4.6e-05,-7.7e-05,-9.6e-05
4.009324,5032,0.004023,0.016076,-0.014708,-5.6e-05,0.000113,-5.6e-05
4.010339,5033,-0.006977,0.028076,-0.056708,-8.6e-05,-8.7e-05,-0.000176
4.011235,5034,-0.003977,0.010076,-0.072708,-0.000106,-5.7e-05,0.000274
4.011949,5035,-0.008977,0.006076,-0.039708,-1.6e-05,5.3e-05,-0.000546
4.012676,5036,2.3e-05,-0.019924,-0.054708,3.4e-05,4.3e-05,-2.6e-05
4.013408,5037,-0.014977,0.001076,-0.055708,-5.6e-05,-8.7e-05,0.000274
4.01414,5038,-0.014977,0.001076,-0.055708,-5.6e-05,-8.7e-05,0.000274
4.014879,5039,0.006023,-0.001924,-0.045708,-8.6e-05,4.3e-05,-0.000326
4.015607,5040,-0.009977,0.028076,-0.042708,-0.000116,9.3e-05,-0.000416
4.016342,5041,-0.009977,0.028076,-0.042708,-0.000116,9.3e-05,-0.000416
4.017074,5042,-0.002977,0.020076,-0.013708,-6e-06,-2.7e-05,9.4e-05
4.017818,5043,-0.006977,0.019076,-0.041708,-1.6e-05,-5.7e-05,4.4e-05
4.01856,5044,-0.012977,-0.022924,-0.059708,5.4e-05,-0.000107,4.4e-05
4.019289,5045,-0.012977,-0.022924,-0.059708,5.4e-05,-0.000107,4.4e-05
4.020021,5046,-0.000977,0.014076,-0.046708,4.4e-05,0.000133,-0.000506
4.020758,5047,-0.007977,0.005076,-0.045708,6.4e-05,-0.000187,-0.000366
4.021495,5048,0.012023,-0.001924,-0.017708,-6e-06,-5.7e-05,0.000364
4.02223,5049,0.012023,-0.001924,-0.017708,-6e-06,-5.7e-05,0.000364
4.02298,5050,2.3e-05,-0.000924,0.012292,-0.000136,2.3e-05,0.000354
4.023714,5051,0.015023,-0.001924,-0.008708,1.4e-05,8.3e-05,0.000244
4.024443,5052,-0.002977,0.014076,-0.000708,-2.6e-05,-6.7e-05,-6e-06
4.025185,5053,-0.002977,0.014076,-0.000708,-2.6e-05,-6.7e-05,-6e-06
4.025951,5054,-0.005977,0.004076,-0.065708,-9.6e-05,-7.7e-05,0.000544
4.026672,5055,0.006023,0.017076,-0.046708,-0.000106,-3.7e-05,0.000284
4.027397,5056,0.006023,0.017076,-0.046708,-0.000106,-3.7e-05,0.000284
4.028131,5057,-0.004977,-0.008924,-0.046708,-6e-06,-0.000107,-0.000356
4.028882,5058,0.010023,0.007076,-0.047708,-1.6e-05,-0.000127,-0.000266
4.0296,5059,0.012023,-0.011924,-0.057708,0.000134,8.3e-05,-0.000136
4.030328,5060,0.012023,-0.011924,-0.057708,0.000134,8.3e-05,-0.000136
4.03106,5061,-0.014977,-0.006924,-0.079708,4e-06,-0.000117,0.000644
4.031788,5062,0.008023,0.005076,-0.046708,3.4e-05,6.3e-05,9.4e-05
4.032523,5063,0.001023,0.002076,-0.032708,-6e-06,-7e-06,-0.000206
4.033283,5064,0.001023,0.002076,-0.032708,-6e-06,-7e-06,-0.000206
4.033994,5065,-0.017977,-0.008924,-0.014708,-4.6e-05,-5.7e-05,0.000364
4.034721,5066,-0.014977,-0.010924,-0.019708,1.4e-05,-0.000157,-0.000116
4.035454,5067,-0.006977,-0.000924,-0.031708,4.4e-05,-0.000187,0.000214
4.036193,5068,-0.006977,-0.000924,-0.031708,4.4e-05,-0.000187,0.000214
4.036934,5069,-0.000977,-0.010924,-0.027708,3.4e-05,-0.000117,-0.000236
4.037669,5070,-0.009977,0.017076,-0.058708,-8.6e-05,-0.000107,-0.000426
4.038409,5071,-0.012977,-0.023924,-0.043708,0.000134,-0.000117,-0.000116
4.039143,5072,-0.012977,-0.023924,-0.043708,0.000134,-0.000117,-0.000116
4.039877,5073,-0.006977,-0.012924,-0.058708,-1.6e-05,-2.7e-05,-9.6e-05
4.040644,5074,0.004023,0.013076,-0.036708,1.4e-05,-1.7e-05,0.000234
4.041353,5075,0.004023,0.013076,-0.036708,1.4e-05,-1.7e-05,0.000234
4.042089,5076,-0.006977,-0.008924,-0.059708,4.4e-05,4.3e-05,-0.000266
4.042829,5077,-0.015977,0.022076,-0.046708,-0.000116,3.3e-05,-3.6e-05
4.043581,5078,-0.001977,-0.003924,-0.025708,1.4e-05,-7e-06,0.000424
4.044298,5079,-0.001977,-0.003924,-0.025708,1.4e-05,-7e-06,0.000424
4.045025,5080,-0.001977,-0.000924,-0.045708,6.4e-05,3e-06,0.000244
4.046005,5081,-0.007977,0.024076,-0.032708,5.4e-05,3e-06,0.000524
4.046732,5082,2.3e-05,0.010076,0.000292,-6e-06,0.000123,-0.000556
4.047466,5083,-0.004977,0.022076,-0.059708,-8.6e-05,5.3e-05,-0.000556
4.048203,5084,-0.004977,0.022076,-0.059708,-8.6e-05,5.3e-05,-0.000556
4.048995,5085,-0.001977,0.019076,-0.033708,-0.000156,-2.7e-05,-0.000646
4.04994,5086,0.020023,0.033076,-0.016708,-0.000106,1.3e-05,-0.000126
4.050676,5087,0.011023,-0.007924,-0.022708,-4.6e-05,0.000103,0.000264
4.051416,5088,2.3e-05,-0.014924,-0.010708,6.4e-05,0.000143,-0.000316
4.052153,5089,2.3e-05,-0.014924,-0.010708,6.4e-05,0.000143,-0.000316
4.052897,5090,0.003023,-0.011924,-0.046708,4.4e-05,6.3e-05,0.000294
4.053641,5091,-0.007977,-0.016924,-0.035708,3.4e-05,3.3e-05,-0.000226
4.054391,5092,-0.007977,-0.016924,-0.035708,3.4e-05,3.3e-05,-0.000226
4.055118,5093,0.003023,-0.000924,-0.032708,2.4e-05,1.3e-05,-0.000406
4.055854,5094,0.003023,0.006076,-0.056708,-5.6e-05,-8.7e-05,-0.000656
4.056595,5095,0.005023,0.004076,-0.041708,-8.6e-05,-3.7e-05,-0.000296
4.057349,5096,0.005023,0.004076,-0.041708,-8.6e-05,-3.7e-05,-0.000296
4.058338,5097,2.3e-05,0.015076,-0.019708,-1.6e-05,5.3e-05,-0.000316
4.059331,5098,-0.006977,0.004076,-0.018708,-1.6e-05,5.3e-05,0.000134
4.060328,5099,-0.007977,0.024076,-0.006708,-2.6e-05,-2.7e-05,-0.000166
4.061303,5100,0.004023,0.033076,-0.047708,1.4e-05,-5.7e-05,0.000294
4.062339,5101,-0.016977,0.010076,-0.048708,-8.6e-05,-6.7e-05,-0.000216
4.063306,5102,-0.009977,0.006076,-0.026708,2.4e-05,-6.7e-05,4e-06
4.064281,5103,0.001023,0.022076,-0.015708,-1.6e-05,-4.7e-05,0.000134
4.065232,5104,0.004023,0.003076,-0.049708,-7.6e-05,-6.7e-05,0.000364
4.065963,5105,0.008023,-0.019924,-0.053708,-6e-06,-5.7e-05,-0.000366
4.066685,5106,0.019023,-0.000924,-0.043708,5.4e-05,-3.7e-05,-0.000376
4.067421,5107,-0.009977,0.013076,-0.041708,-6.6e-05,-4.7e-05,-0.000296
4.068198,5108,-0.009977,0.013076,-0.041708,-6.6e-05,-4.7e-05,-0.000296
4.069315,5109,0.007023,0.013076,-0.042708,4.4e-05,-8.7e-05,-0.000226
4.07029,5110,-0.009977,-0.017924,-0.034708,4e-06,-3.7e-05,8.4e-05
4.071521,5111,0.007023,-0.005924,-0.051708,5.4e-05,3e-06,0.000104
4.072506,5112,0.001023,0.002076,-0.064708,-4.6e-05,3.3e-05,-1.6e-05
4.073247,5113,0.001023,0.002076,-0.064708,-4.6e-05,3.3e-05,-1.6e-05
4.074045,5114,-0.005977,0.015076,-0.041708,-7.6e-05,0.000113,5.4e-05
4.075046,5115,-0.005977,-0.004924,-0.023708,-8.6e-05,-6.7e-05,0.000134
4.076058,5116,-0.011977,0.005076,-0.017708,5.4e-05,3e-06,8.4e-05
4.077027,5117,-0.010977,0.025076,-0.040708,-5.6e-05,3.3e-05,-0.000506
4.077949,5118,-0.001907,0.008375,-0.007193,-2e-06,0.000165,0.000383
4.078427,5119,-0.002907,0.019375,-0.007193,-5.2e-05,-0.000125,8.3e-05
4.079166,5120,-0.002907,0.019375,-0.007193,-5.2e-05,-0.000125,8.3e-05
4.079902,5121,-0.002907,0.006375,0.003807,-9.2e-05,-0.000105,0.000593
4.080632,5122,0.004093,0.000375,-0.032193,-6.2e-05,3.5e-05,0.000243
4.081393,5123,0.009093,0.002375,-0.008193,3.8e-05,8.5e-05,5.3e-05
4.082103,5124,0.009093,0.002375,-0.008193,3.8e-05,8.5e-05,5.3e-05
4.082846,5125,-0.011907,0.015375,-0.046193,-2e-06,-0.000165,-0.000207
4.083579,5126,0.005093,0.016375,-0.014193,-0.000172,2.5e-05,0.000593
4.084312,5127,0.005093,0.016375,-0.014193,-0.000172,2.5e-05,0.000593
4.085045,5128,0.009093,0.011375,-0.024193,1.8e-05,0.000135,-0.000527
4.085779,5129,0.002093,0.004375,-0.035193,-4.2e-05,3.5e-05,-0.000197
4.08651,5130,-0.001907,-0.010625,-0.033193,3.8e-05,4.5e-05,0.000233
4.087241,5131,-0.001907,-0.010625,-0.033193,3.8e-05,4.5e-05,0.000233
4.087978,5132,0.007093,0.003375,-0.025193,-4.2e-05,1.5e-05,0.000383
4.088714,5133,-0.002907,-0.008625,-0.029193,2.8e-05,-8.5e-05,3e-06
4.089446,5134,-0.001907,0.000375,-0.019193,4.8e-05,-2.5e-05,0.000263
4.090184,5135,-0.001907,0.000375,-0.019193,4.8e-05,-2.5e-05,0.000263
4.090918,5136,-0.006907,0.016375,-0.025193,-3.2e-05,5e-06,-0.000407
4.091653,5137,-0.004907,0.005375,-0.031193,-7.2e-05,5e-06,-0.000287
4.092428,5138,-0.004907,0.005375,-0.031193,-7.2e-05,5e-06,-0.000287
4.093128,5139,-0.009907,0.003375,-0.019193,-2e-06,-6.5e-05,0.000163
4.093883,5140,-0.008907,0.002375,-0.013193,-0.000122,-9.5e-05,0.000223
4.094618,5141,-0.002907,-0.020625,-0.043193,0.000128,1.5e-05,-0.000347
4.095351,5142,-0.002907,-0.020625,-0.043193,0.000128,1.5e-05,-0.000347
4.096092,5143,0.006093,-0.000625,-0.008193,-5.2e-05,5.5e-05,-0.000147
4.096862,5144,-0.002907,0.005375,-0.035193,3.8e-05,0.000175,0.000133
4.097544,5145,-0.000907,-0.003625,-0.032193,0.000128,-1.5e-05,4.3e-05
4.098312,5146,-0.000907,-0.003625,-0.032193,0.000128,-1.5e-05,4.3e-05
4.098997,5147,0.004093,0.004375,-0.043193,3.8e-05,5.5e-05,0.000543
4.099721,5148,-0.008907,-0.010625,-0.040193,3.8e-05,-4.5e-05,0.000183
4.100453,5149,-0.006907,-0.002625,-0.005193,-4.2e-05,-5.5e-05,-0.000187
4.101188,5150,-0.006907,-0.002625,-0.005193,-4.2e-05,-5.5e-05,-0.000187
4.101927,5151,0.002093,0.004375,-0.023193,-2.2e-05,6.5e-05,-0.000387
4.102662,5152,0.004093,0.011375,-0.010193,-0.000102,-3.5e-05,-0.000287
4.103397,5153,0.001093,-0.004625,-0.012193,-2.2e-05,-4.5e-05,-6.7e-05
4.10414,5154,0.001093,-0.004625,-0.012193,-2.2e-05,-4.5e-05,-6.7e-05
4.10487,5155,0.003093,-0.001625,-0.019193,7.8e-05,-3.5e-05,0.000193
4.105618,5156,0.002093,0.010375,-0.038193,-2e-06,6.5e-05,-2.7e-05
4.106346,5157,0.002093,0.010375,-0.038193,-2e-06,6.5e-05,-2.7e-05
4.107084,5158,0.001093,0.000375,-0.019193,-0.000152,-2.5e-05,-8.7e-05
4.10786,5159,0.011093,0.002375,-0.008193,-0.000102,-1.5e-05,0.000763
4.108563,5160,0.014093,-0.017625,-0.017193,-2.2e-05,-6.5e-05,0.000533
4.109344,5161,0.014093,-0.017625,-0.017193,-2.2e-05,-6.5e-05,0.000533
4.110042,5162,0.011093,-0.007625,-0.000193,3.8e-05,4.5e-05,4.3e-05
4.111021,5163,0.022093,-0.013625,0.000807,8.8e-05,0.000115,0.000463
4.112002,5164,0.009093,-0.002625,-0.009193,6.8e-05,-2.5e-05,0.000283
4.11274,5165,-0.024907,0.019375,-0.015193,8e-06,-0.000165,-0.000257
4.113478,5166,-0.013907,-0.004625,-0.046193,4.8e-05,-6.5e-05,-0.000557
4.114216,5167,-0.013907,-0.004625,-0.046193,4.8e-05,-6.5e-05,-0.000557
4.114933,5168,-0.008907,-0.008625,-0.043193,0.000108,4.5e-05,0.000783
4.115421,5169,-0.015907,0.022375,-0.022193,8e-06,-5.5e-05,-0.000167
4.116155,5170,-0.015907,0.022375,-0.022193,8e-06,-5.5e-05,-0.000167
4.11689,5171,0.007093,0.011375,-0.015193,-6.2e-05,-9.5e-05,0.000173
4.117622,5172,-0.000907,-0.010625,-0.017193,8e-06,-1.5e-05,-4.7e-05
4.118355,5173,-0.000907,-0.010625,-0.017193,8e-06,-1.5e-05,-4.7e-05
4.11909,5174,0.020093,0.000375,-0.009193,-5.2e-05,8.5e-05,5.3e-05
4.119825,5175,0.004093,-0.001625,-0.007193,-5.2e-05,2.5e-05,-0.000177
4.120559,5176,-0.006907,-0.006625,0.008807,-0.000132,1.5e-05,0.000153
4.121296,5177,-0.006907,-0.006625,0.008807,-0.000132,1.5e-05,0.000153
4.122029,5178,0.008093,-0.004625,0.008807,-1.2e-05,5e-06,-0.000377
4.122766,5179,-0.023907,0.000375,0.005807,-0.000112,-1.5e-05,0.000133
4.1235,5180,-0.010907,-0.009625,-0.077193,-6.2e-05,-0.000195,-5.7e-05
4.124244,5181,-0.010907,-0.009625,-0.077193,-6.2e-05,-0.000195,-5.7e-05
4.124992,5182,-0.007907,-0.008625,-0.116193,2.8e-05,5e-06,-7.7e-05
4.125754,5183,0.001093,0.003375,-0.037193,0.000108,-5.5e-05,4.3e-05
4.126495,5184,0.004093,0.005375,-0.016193,-8.2e-05,1.5e-05,-0.000557
4.12718,5185,0.004093,0.005375,-0.016193,-8.2e-05,1.5e-05,-0.000557
4.127914,5186,0.010093,-0.007625,0.006807,-5.2e-05,4.5e-05,-0.000387
4.128648,5187,0.010093,-0.011625,-0.003193,1.8e-05,5e-06,-0.000677
4.12938,5188,0.010093,-0.011625,-0.003193,1.8e-05,5e-06,-0.000677
4.130116,5189,0.013093,0.002375,-0.047193,-0.000112,7.5e-05,-8.7e-05
4.130849,5190,-0.000907,-0.003625,-0.029193,-7.2e-05,-0.000165,0.000313
4.131585,5191,-0.007907,-0.005625,-0.020193,8.8e-05,-3.5e-05,-0.000117
4.132319,5192,-0.007907,-0.005625,-0.020193,8.8e-05,-3.5e-05,-0.000117
4.133055,5193,-0.008907,0.012375,0.026807,4.8e-05,-0.000125,0.000463
4.133789,5194,0.006093,-0.003625,0.022807,-5.2e-05,0.000115,0.000373
4.134527,5195,-0.011907,-0.023625,-0.022193,8e-06,-8.5e-05,0.000483
4.135277,5196,-0.011907,-0.023625,-0.022193,8e-06,-8.5e-05,0.000483
4.136,5197,-0.005907,-0.003625,-0.034193,3.8e-05,-5e-06,0.000203
4.136713,5198,-0.001907,-0.001625,-0.021193,-1.2e-05,-1.5e-05,0.000193
4.137446,5199,9.3e-05,0.010375,-0.002193,-1.2e-05,-1.5e-05,-0.000487
4.13818,5200,9.3e-05,0.010375,-0.002193,-1.2e-05,-1.5e-05,-0.000487
4.138919,5201,0.002093,-0.010625,-0.043193,5.8e-05,-2.5e-05,0.000433
4.139403,5202,-0.008907,-0.005625,-0.030193,2.8e-05,-9.5e-05,-1.7e-05
4.140143,5203,-0.008907,-0.005625,-0.030193,2.8e-05,-9.5e-05,-1.7e-05
4.140879,5204,-0.000907,0.026375,-0.025193,-0.000102,-4.5e-05,-0.000337
4.141624,5205,-0.013907,0.010375,-0.065193,-9.2e-05,-7.5e-05,0.000163
4.142351,5206,-0.013907,0.010375,-0.065193,-9.2e-05,-7.5e-05,0.000163
4.143089,5207,-0.009907,-0.017625,-0.033193,6.8e-05,-6.5e-05,0.000413
4.143824,5208,0.015093,0.008375,-0.054193,-3.2e-05,-4.5e-05,0.000233
4.14456,5209,0.001093,0.015375,-0.031193,-8.2e-05,-9.5e-05,2.3e-05
4.145294,5210,0.001093,0.015375,-0.031193,-8.2e-05,-9.5e-05,2.3e-05
4.146027,5211,0.002093,0.011375,-0.041193,-3.2e-05,-2.5e-05,-0.000257
4.146776,5212,9.3e-05,-0.013625,-0.013193,3.8e-05,5e-06,-0.000377
4.147498,5213,0.004093,-0.000625,-0.015193,-4.2e-05,-2.5e-05,-9.7e-05
4.148228,5214,0.004093,-0.000625,-0.015193,-4.2e-05,-2.5e-05,-9.7e-05
4.148972,5215,0.008093,-0.002625,-0.021193,-2e-06,3.5e-05,-9.7e-05
4.1497,5216,-0.007907,-0.003625,-0.036193,8e-06,5e-06,7.3e-05
4.150438,5217,0.030093,-0.016625,-0.042193,8e-06,1.5e-05,2.3e-05
4.151172,5218,0.030093,-0.016625,-0.042193,8e-06,1.5e-05,2.3e-05
4.15193,5219,0.029093,-0.022625,-0.061193,1.8e-05,0.000125,0.000263
4.152717,5220,0.006093,0.009375,0.006807,-4.2e-05,5.5e-05,0.000153
4.15368,5221,9.3e-05,0.003375,0.026807,-7.2e-05,-5e-06,0.000203
4.154405,5222,9.3e-05,0.003375,0.026807,-7.2e-05,-5e-06,0.000203
4.155142,5223,-0.000907,0.014375,-0.016193,-8.2e-05,-1.5e-05,-0.000437
4.155885,5224,9.3e-05,-0.002625,-0.049193,-0.000122,-2.5e-05,7.3e-05
4.156622,5225,-0.015907,0.019375,-0.029193,-5.2e-05,-0.000195,-0.000157
4.157354,5226,-0.015907,0.019375,-0.029193,-5.2e-05,-0.000195,-0.000157
4.158099,5227,-0.014907,-0.007625,-0.050193,0.000108,-6.5e-05,0.000243
4.158886,5228,0.004093,-0.000625,-0.016193,1.8e-05,3.5e-05,-9.7e-05
4.159838,5229,-0.018907,0.004375,-0.057193,-8.2e-05,2.5e-05,0.000613
4.160807,5230,-0.013907,-0.001625,-0.040193,-7.2e-05,0.000115,0.000223
4.161534,5231,0.004093,-0.003625,-0.036193,-2e-06,5e-06,9.3e-05
4.162278,5232,0.004093,-0.003625,-0.036193,-2e-06,5e-06,9.3e-05
4.162994,5233,0.001093,0.024375,-0.020193,-0.000112,-1.5e-05,0.000233
4.163968,5234,0.008093,0.013375,-0.009193,-9.2e-05,-7.5e-05,0.000343
4.164701,5235,0.006093,-0.004625,0.016807,-2.2e-05,4.5e-05,-0.000427
4.165431,5236,-0.008907,0.011375,-0.029193,8e-06,-1.5e-05,-0.000157
4.166163,5237,-0.008907,0.011375,-0.029193,8e-06,-1.5e-05,-0.000157
4.166896,5238,0.003093,0.009375,-0.012193,-0.000132,0.000135,-0.000417
4.167633,5239,-0.004907,0.015375,-0.021193,-8.2e-05,-9.5e-05,-0.000467
4.168336,5240,-0.004907,0.015375,-0.021193,-8.2e-05,-9.5e-05,-0.000467
4.169076,5241,-0.004907,0.027375,0.027807,-2.2e-05,-5.5e-05,-0.000257
4.169804,5242,0.010093,0.001375,0.000807,-7.2e-05,2.5e-05,-0.000447
4.170553,5243,0.001093,0.002375,-0.016193,-0.000122,0.000125,-0.000347
4.171279,5244,0.001093,0.002375,-0.016193,-0.000122,0.000125,-0.000347
4.172014,5245,0.007093,-0.008625,-0.020193,-7.2e-05,0.000155,-0.000637
4.172995,5246,0.001093,0.015375,-0.019193,-7.2e-05,3.5e-05,-0.000187
4.173737,5247,-0.010907,0.012375,-0.028193,-6.2e-05,9.5e-05,-0.000127
4.174475,5248,0.007093,0.019375,-0.026193,1.8e-05,5.5e-05,-0.000317
4.175328,5249,0.007093,0.019375,-0.026193,1.8e-05,5.5e-05,-0.000317
4.176328,5250,-0.001907,0.016375,-0.038193,-4.2e-05,-0.000125,6.3e-05
4.177295,5251,-0.002907,0.013375,-0.048193,-2e-06,-5.5e-05,-0.000437
4.178254,5252,-0.006907,-0.004625,-0.050193,-3.2e-05,-7.5e-05,-0.000597
4.179226,5253,0.005093,0.011375,-0.024193,-4.2e-05,-1.5e-05,-0.000137
4.180197,5254,0.007093,0.002375,-0.023193,-7.2e-05,0.000125,0.000193
4.180884,5255,-0.016907,-0.005625,-0.049193,0.000158,4.5e-05,-5.7e-05
4.181608,5256,9.3e-05,0.000375,-0.028193,0.000118,6.5e-05,-3.7e-05
4.182417,5257,9.3e-05,0.000375,-0.028193,0.000118,6.5e-05,-3.7e-05
4.183118,5258,0.005093,-0.004625,-0.006193,-2.2e-05,0.000125,-0.000367
4.183841,5259,0.006093,-0.001625,-0.037193,-0.000132,6.5e-05,-0.000137
4.184569,5260,-0.018907,-0.002625,-0.035193,-0.000112,5e-06,-0.000337
4.185307,5261,-0.018907,-0.002625,-0.035193,-0.000112,5e-06,-0.000337
4.186046,5262,-0.005907,-0.009625,-0.017193,6.8e-05,-3.5e-05,-0.000217
4.18677,5263,-0.006907,0.004375,-0.038193,1.8e-05,-2.5e-05,-0.000157
4.187505,5264,0.001093,-0.025625,-0.039193,3.8e-05,0.000135,0.000633
4.188237,5265,0.001093,-0.025625,-0.039193,3.8e-05,0.000135,0.000633
4.18897,5266,-0.003907,-0.000625,-0.037193,1.8e-05,-5e-06,0.000733
4.189702,5267,0.006093,-0.006625,-0.021193,-5.2e-05,5.5e-05,-9.7e-05
4.190436,5268,-0.006907,-0.003625,0.005807,8e-06,-0.000105,0.000273
4.191172,5269,-0.006907,-0.003625,0.005807,8e-06,-0.000105,0.000273
4.191909,5270,0.002093,0.002375,-0.032193,-2e-06,-1.5e-05,-0.000137
4.19267,5271,-0.002907,-0.000625,-0.031193,-5.2e-05,-9.5e-05,0.000673
4.193391,5272,-0.002907,-0.000625,-0.031193,-5.2e-05,-9.5e-05,0.000673
4.194121,5273,0.003093,-0.007625,-0.046193,-0.000232,2.5e-05,0.000983
4.194856,5274,0.003093,0.004375,-0.051193,-0.000132,5e-06,2.3e-05
4.195599,5275,-0.003907,-0.024625,-0.065193,-9.2e-05,1.5e-05,0.000273
4.196325,5276,-0.003907,-0.024625,-0.065193,-9.2e-05,1.5e-05,0.000273
4.197054,5277,0.016093,0.002375,-0.054193,-6.2e-05,-1.5e-05,0.000443
4.197787,5278,0.009093,0.019375,-0.062193,-2.2e-05,-7.5e-05,0.000933
4.198524,5279,0.004093,-0.005625,-0.036193,-7.2e-05,-0.000125,0.000553
4.199266,5280,0.004093,-0.005625,-0.036193,-7.2e-05,-0.000125,0.000553
4.200003,5281,0.015093,-0.000625,-0.019193,8.8e-05,3.5e-05,-0.000387
4.200738,5282,0.016093,0.001375,-0.013193,1.8e-05,2.5e-05,-0.000107
4.201479,5283,0.013093,0.008375,-0.030193,-3.2e-05,0.000155,-9.7e-05
4.202212,5284,0.013093,0.008375,-0.030193,-3.2e-05,0.000155,-9.7e-05
4.202954,5285,0.024093,0.015375,-0.033193,-7.2e-05,0.000165,-0.000117
4.203694,5286,-0.005907,0.005375,-0.017193,-5.2e-05,-2.5e-05,-0.000297
4.204435,5287,-0.007907,0.001375,-0.007193,-7.2e-05,-2.5e-05,-0.000337
4.20517,5288,-0.007907,0.001375,-0.007193,-7.2e-05,-2.5e-05,-0.000337
4.205912,5289,-0.002907,0.005375,-0.027193,-3.2e-05,-1.5e-05,0.000213
4.20665,5290,-0.004907,-0.005625,-0.033193,0.000108,5e-06,-0.000157
4.207396,5291,-0.004907,-0.005625,-0.033193,0.000108,5e-06,-0.000157
4.208145,5292,0.017093,-0.003625,-0.020193,-2e-06,5e-06,0.000493
4.209141,5293,0.001093,0.016375,-0.050193,-8.2e-05,-6.5e-05,0.000803
4.209827,5294,-0.000907,0.027375,-0.007193,-4.2e-05,-6.5e-05,0.000133
4.210554,5295,-0.002907,0.008375,-0.001193,2.8e-05,-8.5e-05,0.000313
4.21129,5296,-0.002907,0.008375,-0.001193,2.8e-05,-8.5e-05,0.000313
